"STATE","DISTRICT","INCUMBENT INDICATOR","NAME","PARTY","PRIMARY RESULTS","RUNOFF RESULTS","GENERAL RESULTS","COMBINED PARTIES"
"OH","7.0","","Minor, Donald E.","D","27518.0","","60755.0",""
"OH","7.0","","Mitchel, John","I","","","13983.0",""
"OH","7.0","","Null, Jack D.","LBT","64.0","","3802.0",""
"OH","7.0","(I)","Hobson, Dave","R","85654.0","","163646.0",""
"OH","7.0","","Anastasio, Kara","W(NL)","24.0","","",""
"OH","8.0","","Griffin, John W.","D","14126.0","","",""
"OH","8.0","","Parks, John G.","D","15924.0","","66293.0",""
"OH","8.0","","Shock, David R.","LBT","151.0","","7254.0",""
"OH","8.0","(I)","Boehner, John A.","R","84245.0","","179756.0",""
"OH","9.0","(I)","Kaptur, Marcy","D","42403.0","","168547.0",""
"OH","9.0","","Fries, Galen","LBT","94.0","","4239.0",""
"OH","9.0","","Slotnick, Dennis","NL","29.0","","3096.0",""
"OH","9.0","","Bryan, Dwight E.","R","32903.0","","49446.0",""
"OH","10.0","(I)","Kucinich, Dennis J.","D","56781.0","","167093.0",""
"OH","10.0","","Smith, C. River","D","4145.0","","",""
"OH","10.0","","Petrie, Ron","LBT","59.0","","6761.0",""
"OH","10.0","","Smith, Bill","R","36445.0","","48940.0",""
"OH","10.0","","Reed, Robert A. III","W(D)","2.0","","",""
"OH","10.0","","Blondin, Chris","W(R)","14.0","","",""
"OH","11.0","","Henley, Gerald C.","D","6286.0","","",""
"OH","11.0","(I)","Jones, Stephanie Tubbs","D","67680.0","","166691.0",""
"OH","11.0","","Turner, Joel C.","LBT","44.0","","4289.0",""
"OH","11.0","","Glavina, Sonja K.","NL","10.0","","3555.0",""
"OH","11.0","","Sykora, James J.","W(R)/R","50.0","","22324.0",""
"OH","12.0","","Applegate, Ralph A.","D","2513.0","","",""
"OH","12.0","","Brown, Edward S.","D","4906.0","","",""
"OH","12.0","","Jordan, Charles","I","","","1566.0",""
"OH","12.0","","Hogan, Nick","LBT","165.0","","4546.0",""
"OH","12.0","","Richey, Gregory B.","NL","40.0","","2600.0",""
"OH","12.0","","Tiberi, Pat","R","57548.0","","139242.0",""
"OH","12.0","","Watts, Eugene","R","16331.0","","",""
"OH","12.0","","Whisler, Ramona","R","3481.0","","",""
"OH","12.0","","Zukowski, Andrew G.","R","1469.0","","",""
"OH","13.0","(I)","Brown, Sherrod","D","50765.0","","170058.0",""
"OH","13.0","","Chmura, Michael A.","LBT","82.0","","5837.0",""
"OH","13.0","","Kluter, David C.","NL","27.0","","3108.0",""
"OH","13.0","","Jeric, Rick H.","R","51278.0","","84295.0",""
"OH","14.0","(I)","Sawyer, Thomas C.","D","48418.0","","149184.0",""
"OH","14.0","","McDaniel, William C. Jr.","LBT","74.0","","5603.0",""
"OH","14.0","","Keith, Walter P.","NL","15.0","","3869.0",""
"OH","14.0","","Hrubik, James C.","R","18536.0","","",""
"OH","14.0","","Wood, Rick","R","25386.0","","71432.0",""
"OH","15.0","","Buckel, Bill","D","20241.0","","64805.0",""
"OH","15.0","","Smith, Scott T.","LBT","180.0","","10700.0",""
"OH","15.0","","Lortz, Craig","R","8400.0","","",""
"OH","15.0","(I)","Pryce, Deborah","R","61931.0","","156792.0",""
"OH","16.0","","Smith, William","D","42714.0","","62709.0",""
"OH","16.0","","Shetler, Richard L.","LBT","50.0","","6166.0",""
"OH","16.0","","Graef, Brad","NL","28.0","","3231.0",""
"OH","16.0","(I)","Regula, Ralph","R","77101.0","","162294.0",""
"OH","16.0","","Rodd, Earl Martin","W(D)","4.0","","",""
"OH","17.0","","Doutt, Christopher C.","D","1988.0","","",""
"OH","17.0","","Hagan, Robert F.","D","40079.0","","",""
"OH","17.0","","Tablack, George J.","D","16203.0","","",""
"OH","17.0","(I)","Traficant, James A.","D","59415.0","","120333.0",""
"OH","17.0","","Walter, Randy D.","I","","","51793.0",""
"OH","17.0","","Norris, Milton R.","LBT","29.0","","1278.0",""
"OH","17.0","","McCoy, Carol Ann","NL","10.0","","3154.0",""
"OH","17.0","","Alberty, Paul H.","R","21630.0","","54751.0",""
"OH","17.0","","Williams, Lyle","R","19684.0","","",""
"OH","18.0","","Guthrie, Marc D.","D","54232.0","","79232.0",""
"OH","18.0","","Bargar, John R. Sr.","LBT","30.0","","4948.0",""
"OH","18.0","(I)","Ney, Bob","R","59911.0","","152325.0",""
"OH","19.0","","Blanchard, Dale Virgil","D","38741.0","","70429.0",""
"OH","19.0","","Stone, Sid","LBT","79.0","","6957.0",""
"OH","19.0","(I)","LaTourette, Steven C.","R","61133.0","","174262.0",""
"OK","1.0","","Krymski, John","D","6629.0","","",""
"OK","1.0","","Lowe, Dan","D","25985.0","","58493.0",""
"OK","1.0","","Clem, Michael A.","LBT","Unopposed","","2984.0",""
"OK","1.0","(I)","Largent, Steve","R","38206.0","","138528.0",""
"OK","1.0","","Rogers, Evelyn L.","R","5355.0","","",""
"OK","2.0","","Carson, Brad","D","39837.0","35410.0","107273.0",""
"OK","2.0","","Settle, Bill","D","34964.0","26981.0","",""
"OK","2.0","","Wilson, James R.","D","13949.0","","",""
"OK","2.0","","Mavis, Neil","LBT","Unopposed","","6467.0",""
"OK","2.0","","Detro, Mark","R","197.0","","",""
"OK","2.0","","Ewing, Andy","R","16639.0","","81672.0",""
"OK","2.0","","Gorham, Terry","R","468.0","","",""
"OK","2.0","","Money, Steve","R","1639.0","","",""
"OK","2.0","","Rogers, Tennie","R","266.0","","",""
"OK","2.0","","Ross, Jack","R","7758.0","","",""
"OK","2.0","","Troutt, Eric","R","815.0","","",""
"OK","3.0","","Yandell, Argus W. Jr.","I","","","14660.0",""
"OK","3.0","","White, R.C. Sevier","LBT","Unopposed","","6730.0",""
"OK","3.0","(I)","Watkins, Wes","R","Unopposed","","137826.0",""
"OK","4.0","","Weatherford, Larry","D","Unopposed","","54808.0",""
"OK","4.0","","Johnson, Keith B.","LBT","Unopposed","","1979.0",""
"OK","4.0","","Odom, James","R","5163.0","","",""
"OK","4.0","(I)","Watts, J.C. Jr.","R","21960.0","","114000.0",""
"OK","4.0","","Ducey, Susan","REF","Unopposed","","4897.0",""
"OK","5.0","","McWatters, Garland","D","Unopposed","","53275.0",""
"OK","5.0","","Maguire, Bill","I","","","5930.0",""
"OK","5.0","","Murphy, Robert T.","LBT","Unopposed","","2658.0",""
"OK","5.0","","Hillian, Phillip A.","R","7179.0","","",""
"OK","5.0","(I)","Istook, Ernest","R","39976.0","","134159.0",""
"OK","6.0","","Beutler, Randy","D","33771.0","","63106.0",""
"OK","6.0","","Mooneyham, Bob","D","15173.0","","",""
"OK","6.0","","Cristiano, Joseph V.","LBT","Unopposed","","2435.0",""
"OK","6.0","(I)","Lucas, Frank D.","R","Unopposed","","95635.0",""
"OR","1.0","(I)","Wu, David","D","61578.0","","176902.0",""
"OR","1.0","","King, Beth A.","LBT","","","10858.0",""
"OR","1.0","","Schlenker, Alice L.","R","22893.0","","",""
"OR","1.0","","Starr, Charles","R","36779.0","","115303.0",""
"OR","1.0","","Scattered","W","","","458.0",""
"OR","1.0","","Scattered","W(D)","459.0","","",""
"OR","1.0","","Scattered","W(R)","204.0","","",""
"OR","2.0","","Ponsford, Walter","D","46145.0","","78101.0",""
"OR","2.0","(I)","Walden, Greg","R","79985.0","","220086.0",""
"OR","2.0","","Scattered","W","","","720.0",""
"OR","2.0","","Scattered","W(D)","1478.0","","",""
"OR","2.0","","Scattered","W(R)","506.0","","",""
"OR","3.0","(I)","Blumenauer, Earl","D","70388.0","","181049.0",""
"OR","3.0","","Sweeney, John","D","9237.0","","",""
"OR","3.0","","Knight, Bruce Alexander","LBT","","","4942.0",""
"OR","3.0","","Arrow, Tre","PG","","","15763.0",""
"OR","3.0","","Pollock, Jeffery L.","R","24609.0","","64128.0",""
"OR","3.0","","Brown, Walter F. (Walt)","SOC","","","4703.0",""
"OR","3.0","","Scattered","W","","","576.0",""
"OR","3.0","","Scattered","W(D)","277.0","","",""
"OR","3.0","","Scattered","W(R)","712.0","","",""
"OR","4.0","(I)","DeFazio, Peter A.","D","78361.0","","197998.0",""
"OR","4.0","","Lindsey, John","R","36725.0","","88950.0",""
"OR","4.0","","Robinson, Wendell","R","16704.0","","",""
"OR","4.0","","Duemler, David","SOC","","","3696.0",""
"OR","4.0","","Scattered","W","","","421.0",""
"OR","4.0","","Scattered","W(D)","465.0","","",""
"OR","4.0","","Miscellaneous","W(R)","525.0","","",""
"OR","5.0","(I)","Hooley, Darlene","D","58866.0","","156315.0",""
"OR","5.0","","Boquist, Brian J.","R","35450.0","","118631.0",""
"OR","5.0","","Hill, Aaron J.","R","18754.0","","",""
"OR","5.0","","Scattered","W","","","402.0",""
"OR","5.0","","Scattered","W(D)","623.0","","",""
"OR","5.0","","Scattered","W(R)","374.0","","",""
"PA","1.0","(I)","Brady, Robert A.","D","28333.0","","149621.0",""
"PA","1.0","","Carn, Andrew J.","D","6346.0","","",""
"PA","1.0","","Hannah, Timothy","D","1943.0","","",""
"PA","1.0","","Kush, Steven N.","R","4585.0","","19920.0",""
"PA","2.0","(I)","Fattah, Chaka","D","46582.0","","180021.0",""
"PA","2.0","","Krawchuk, Kenneth V.","LBT","","","3673.0",""
"PA","3.0","(I)","Borski, Robert A.","D","25439.0","","130528.0",""
"PA","3.0","","Dougherty, Charles F.","R","9945.0","","59343.0",""
"PA","4.0","","Bellissimo, Joe","D","6318.0","","",""
"PA","4.0","","Hart, Royal","D","5519.0","","",""
"PA","4.0","","Hodge, Jerry","D","9022.0","","",""
"PA","4.0","","Machek, Jack","D","6680.0","","",""
"PA","4.0","","Mangino, Matthew T.","D","9580.0","","",""
"PA","4.0","","Rooker, Jim","D","8226.0","","",""
"PA","4.0","","Schmitt, Jim","D","2921.0","","",""
"PA","4.0","","Van Horne, Terry E.","D","14862.0","","100995.0",""
"PA","4.0","","Hart, Melissa","R","24142.0","","145390.0",""
"PA","4.0","","Scattered","W(D)","57.0","","",""
"PA","4.0","","Scattered","W(R)","290.0","","",""
"PA","4.0","","Scattered","W","","","82.0",""
"PA","5.0","","Belitskus, William M.","GRN","","","13857.0",""
"PA","5.0","","Martin, Thomas A.","LBT","","","11020.0",""
"PA","5.0","(I)","Peterson, John E.","R","34482.0","","147570.0",""
"PA","5.0","","Scattered","W","","","",""
"PA","5.0","","Scattered","W(D)","453.0","","",""
"PA","5.0","","Scattered","W(R)","33.0","","",""
"PA","5.0","","Scattered","W","","","70.0",""
"PA","6.0","(I)","Holden, Tim","D","21610.0","","140084.0",""
"PA","6.0","","Kopel, Thomas G.","R","19861.0","","71227.0",""
"PA","6.0","","Scattered","W","","","",""
"PA","6.0","","Scattered","W","","","2.0",""
"PA","7.0","","Lennon, Peter A.","D","10785.0","","93687.0",""
"PA","7.0","(I)","Weldon, Curt","R","44672.0","","172569.0",""
"PA","8.0","","Strouse, Ronald L.","D","13591.0","","100617.0",""
"PA","8.0","(I)","Greenwood, Jim","R","25170.0","","154090.0",""
"PA","8.0","","Lingenfelter, Tom","R","12278.0","","",""
"PA","8.0","","Holmen, Philip C.","REF","","","5394.0",""
"PA","8.0","","Scattered","W","","","",""
"PA","8.0","","Scattered","W(D)","27.0","","",""
"PA","8.0","","Scattered","W(R)","10.0","","",""
"PA","8.0","","Scattered","W","","","609.0",""
"PA","9.0","(I)","Shuster, Bud","D/R","37252.0","","184401.0",""
"PA","9.0","","Scattered","W","","","",""
"PA","9.0","","Scattered","W(D)","399.0","","",""
"PA","9.0","","Shuster, Bud","W(D)","1180.0","","",""
"PA","9.0","","Scattered","W(R)","153.0","","",""
"PA","9.0","","Scattered","W","","","1065.0",""
"PA","10.0","","Casey, Pat","D","24210.0","","112580.0",""
"PA","10.0","","McHale, Francis","D","5196.0","","",""
"PA","10.0","(I)","Sherwood, Don","R","33933.0","","124830.0",""
"PA","10.0","","Scattered","W","","","",""
"PA","10.0","","Scattered","W(D)","61.0","","",""
"PA","10.0","","Scattered","W(R)","75.0","","",""
"PA","10.0","","Scattered","W","","","25.0",""
"PA","11.0","(I)","Kanjorski, Paul E.","D","27985.0","","131948.0",""
"PA","11.0","","Urban, Stephen A.","R","15520.0","","66699.0",""
"PA","11.0","","Scattered","W","","","",""
"PA","11.0","","Scattered","W(D)","20.0","","",""
"PA","11.0","","Scattered","W(R)","27.0","","",""
"PA","11.0","","Scattered","W","","","18.0",""
"PA","12.0","(I)","Murtha, John P.","D","40484.0","","145538.0",""
"PA","12.0","","Choby, Bill","R","23630.0","","56575.0",""
"PA","12.0","","Scattered","W","","","",""
"PA","12.0","","Scattered","W(D)","50.0","","",""
"PA","12.0","","Scattered","W(R)","69.0","","",""
"PA","12.0","","Scattered","W","","","11.0",""
"PA","13.0","(I)","Hoeffel, Joseph M.","D","20749.0","","146026.0",""
"PA","13.0","","Cavanaugh, Ken","LBT","","","4224.0",""
"PA","13.0","","Coffey, John","R","18427.0","","",""
"PA","13.0","","Greenleaf, Stewart J.","R","24623.0","","126501.0",""
"PA","14.0","(I)","Coyne, William J.","D","44187.0","","147533.0",""
"PA","14.0","","Scattered","W","","","",""
"PA","14.0","","Scattered","W(D)","24.0","","",""
"PA","14.0","","Scattered","W(R)","61.0","","",""
"PA","14.0","","Scattered","W","","","216.0",""
"PA","15.0","","O'Brien, Ed","D","18093.0","","103864.0",""
"PA","15.0","(I)","Toomey, Pat","R","21487.0","","118307.0",""
"PA","15.0","","Scattered","W","","","",""
"PA","15.0","","Scattered","W(D)","10.0","","",""
"PA","15.0","","Scattered","W(R)","6.0","","",""
"PA","15.0","","Scattered","W","","","13.0",""
"PA","16.0","","Yorczyk, Bob","D","9517.0","","80177.0",""
"PA","16.0","(I)","Pitts, Joseph R.","R","34781.0","","162403.0",""
"PA","16.0","","Scattered","W","","","",""
"PA","16.0","","Scattered","W(D)","4.0","","",""
"PA","16.0","","Scattered","W(R)","10.0","","",""
"PA","16.0","","Scattered","W","","","9.0",""
"PA","17.0","","Herrmann, Leslye Hess","D","14356.0","","66190.0",""
"PA","17.0","(I)","Gekas, George W.","R","45221.0","","166236.0",""
"PA","17.0","","Scattered","W","","","",""
"PA","17.0","","Scattered","W(D)","21.0","","",""
"PA","17.0","","Scattered","W(R)","65.0","","",""
"PA","17.0","","Scattered","W","","","34.0",""
"PA","18.0","(I)","Doyle, Mike","D","47827.0","","156131.0",""
"PA","18.0","","Stephens, Craig C.","R","15311.0","","68798.0",""
"PA","18.0","","Scattered","W","","","",""
"PA","18.0","","Scattered","W(D)","52.0","","",""
"PA","18.0","","Scattered","W(R)","29.0","","",""
"PA","18.0","","Scattered","W","","","27.0",""
"PA","19.0","","Paoletta, Michael L.","CON","","","2234.0",""
"PA","19.0","","Moran, John J. II","D","10057.0","","",""
"PA","19.0","","Sanders, Jeff","D","11670.0","","61538.0",""
"PA","19.0","","Gerow, Charlie","R","8314.0","","",""
"PA","19.0","","Masland, Al","R","18674.0","","",""
"PA","19.0","","Platts, Todd","R","21448.0","","168722.0",""
"PA","19.0","","Reilly, Christopher B.","R","3948.0","","",""
"PA","19.0","","Stewart, Dick","R","11973.0","","",""
"PA","19.0","","Scattered","W","","","",""
"PA","19.0","","Scattered","W(D)","325.0","","",""
"PA","19.0","","Scattered","W(R)","15.0","","",""
"PA","19.0","","Scattered","W","","","128.0",""
"PA","20.0","(I)","Mascara, Frank","D","47462.0","","145131.0",""
"PA","20.0","","Davis, Ronald J.","R","16038.0","","80312.0",""
"PA","20.0","","Scattered","W","","","",""
"PA","20.0","","Scattered","W(D)","27.0","","",""
"PA","20.0","","Scattered","W(R)","39.0","","",""
"PA","20.0","","Scattered","W","","","20.0",""
"PA","21.0","","Flitter, Marc A.","D","24465.0","","87018.0",""
"PA","21.0","(I)","English, Phil","R","31058.0","","135164.0",""
"PA","21.0","","Scattered","W","","","",""
"PA","21.0","","Scattered","W(D)","3.0","","",""
"PA","21.0","","Scattered","W(R)","1.0","","",""
"PA","21.0","","Scattered","W","","","8.0",""
"PR","0.0","(I)","Barcelo, Carlos Romero","NPP","Unopposed","","905690.0",""
"PR","0.0","","Mayoral, Jose A. Hernandez","PPD","215807.0","","",""
"PR","0.0","","Vila, Anibal S. Acevedo","PPD","284905.0","","983488.0",""
"PR","0.0","","Write-In","PPD","160.0","","",""
"PR","0.0","","Mora, Edwin Irizarry","PRI","Unopposed","","",""
"PR","0.0","","Orellana, Manuel Rodriguez","PRI","","","95067.0",""
"PR","0.0","","Scattered","W","","","571.0",""
"RI","1.0","(I)","Kennedy, Patrick J.","D","32865.0","","123442.0",""
"RI","1.0","","Cabral, Stephen","R","645.0","","61522.0",""
"RI","1.0","","Scattered","W","","","199.0",""
"RI","1.0","","Scattered","W(D)","","","",""
"RI","1.0","","Scattered","W(R)","","","",""
"RI","2.0","","Coyne-McCoy, Kathleen","D","14219.0","","",""
"RI","2.0","","Langevin, James R.","D","22955.0","","123805.0",""
"RI","2.0","","McAllister, Kevin J.","D","5633.0","","",""
"RI","2.0","","Taveras, Angel","D","5803.0","","",""
"RI","2.0","","Driver, Rodney D.","I(CFC)","","","42625.0",""
"RI","2.0","","Hayes, Dorman J. Jr.","I(GRN)","","","4536.0",""
"RI","2.0","","Tingle, Robert G.","R","775.0","","27932.0",""
"RI","2.0","","Scattered","W","","","66.0",""
"RI","2.0","","Scattered","W(D)","","","",""
"RI","2.0","","Scattered","W(R)","","","",""
"SC","1.0","","Brack, Andy","D","Unopposed","","82622.0",""
"SC","1.0","","Woolsey, Bill","LBT","","","6010.0",""
"SC","1.0","","Batchelder, Bob","NL","","","1110.0",""
"SC","1.0","","Brown, Henry","R","22072.0","21631.0","139597.0",""
"SC","1.0","","Jenerette, Van","R","4269.0","","",""
"SC","1.0","","Limehouse, Buck","R","17171.0","17990.0","",""
"SC","1.0","","Seekings, Mike","R","2470.0","","",""
"SC","1.0","","Thompson, Charlie","R","1998.0","","",""
"SC","1.0","","Tillman, Wheeler","R","2627.0","","",""
"SC","1.0","","Batchelder, Bob","REF","","","2067.0",""
"SC","1.0","","Scattered","W","","","40.0",""
"SC","2.0","","Frederick, Jane","D","Unopposed","","110161.0",""
"SC","2.0","","Moultrie, Timothy","LBT","","","3584.0",""
"SC","2.0","","Taylor, George C.","NL","","","2259.0",""
"SC","2.0","(I)","Spence, Floyd","R","Unopposed","","153870.0",""
"SC","2.0","","Scattered","W","","","71.0",""
"SC","3.0","","Brightharp, George","D","Unopposed","","64920.0",""
"SC","3.0","","Banks, Adrian","LBT","","","3116.0",""
"SC","3.0","","Klein, LeRoy J.","NL","","","1122.0",""
"SC","3.0","(I)","Graham, Lindsey","R","Unopposed","","150176.0",""
"SC","3.0","","Brightharp, George","UC","","","2254.0",""
"SC","3.0","","Scattered","W","","","33.0",""
"SC","4.0","","Adams, Ted","CON","","","16532.0",""
"SC","4.0","","Bishop, April","LBT","","","12757.0",""
"SC","4.0","","Walters, C. Faye","NL","","","2640.0",""
"SC","4.0","(I)","DeMint, Jim","R","41851.0","","150436.0",""
"SC","4.0","","Raddish, Franklin D.","R","12279.0","","",""
"SC","4.0","","Ashy, Peter J.","REF","","","2133.0",""
"SC","4.0","","Ashy, Peter J.","UC","","","4077.0",""
"SC","4.0","","Scattered","W","","","476.0",""
"SC","5.0","(I)","Spratt, John","D","Unopposed","","126877.0",""
"SC","5.0","","Campbell, Tom","LBT","","","3665.0",""
"SC","5.0","","Gullick, Carl","R","Unopposed","","85247.0",""
"SC","5.0","","Scattered","W","","","49.0",""
"SC","6.0","(I)","Clyburn, James E. ""Jim""","D","Unopposed","","138053.0",""
"SC","6.0","","Hines, Lynwood Earl","LBT","","","1934.0",""
"SC","6.0","","Nevins, Dianne L.","NL","","","2339.0",""
"SC","6.0","","Ellison, Vince","R","Unopposed","","50005.0",""
"SC","6.0","","Scattered","W","","","49.0",""
"SD","1.0","","Hohn, Curt","D","12827.0","","78321.0",""
"SD","1.0","","Osloond, Raymond Earl Sr.","D","1715.0","","",""
"SD","1.0","","Sandven, Steve","D","8333.0","","",""
"SD","1.0","","Lerohl, Brian","LBT","","","5357.0",""
"SD","1.0","(I)","Thune, John","R","Unopposed","","231083.0",""
"TN","1.0","(I)","Jenkins, William L. ""Bill""","R","24440.0","","157828.0",""
"TN","1.0","","Scattered","W","","","20.0",""
"TN","1.0","","Scattered","W(R)","64.0","","",""
"TN","2.0","","Rowland, Kevin J.","I(LBT)","","","22304.0",""
"TN","2.0","(I)","Duncan, John J. Jr.","R","27450.0","","187154.0",""
"TN","2.0","","Scattered","W","","","27.0",""
"TN","2.0","","Scattered","W(R)","5.0","","",""
"TN","3.0","","Callaway, William L.","D","17148.0","","75785.0",""
"TN","3.0","","Austin, Trudy","I(LBT)","","","3235.0",""
"TN","3.0","(I)","Wamp, Zach","R","25129.0","","139840.0",""
"TN","3.0","","Scattered","W","","","80.0",""
"TN","3.0","","Scattered","W(D)","350.0","","",""
"TN","3.0","","Scattered","W(R)","185.0","","",""
"TN","4.0","","Dunaway, David H.","D","14563.0","","67165.0",""
"TN","4.0","","Jennings, Jack","D","8203.0","","",""
"TN","4.0","","Lyons, J. Patrick","I","","","2418.0",""
"TN","4.0","(I)","Hilleary, Van","R","21192.0","","133622.0",""
"TN","4.0","","Scattered","W","","","5.0",""
"TN","4.0","","Scattered","W(D)","29.0","","",""
"TN","4.0","","Scattered","W(R)","46.0","","",""
"TN","5.0","(I)","Clement, Bob","D","20414.0","","149277.0",""
"TN","5.0","","Carew, David","I(LBT)","","","6268.0",""
"TN","5.0","","Scott, Stan","R","6160.0","","50386.0",""
"TN","5.0","","Scattered","W","","","2.0",""
"TN","5.0","","Scattered","W(D)","9.0","","",""
"TN","5.0","","Scattered","W(R)","0.0","","",""
"TN","6.0","(I)","Gordon, Bart","D","31546.0","","168861.0",""
"TN","6.0","","Coffer, Jim","I(LBT)","","","4685.0",""
"TN","6.0","","Charles, David","R","11680.0","","97169.0",""
"TN","6.0","","Gibbs, Eleanor","R","9915.0","","",""
"TN","6.0","","Scattered","W","","","1184.0",""
"TN","6.0","","Scattered","W(D)","87.0","","",""
"TN","6.0","","Scattered","W(R)","23.0","","",""
"TN","7.0","","Hatton, Bob","D","8703.0","","",""
"TN","7.0","","Sims, Richard P.","D","11834.0","","71587.0",""
"TN","7.0","","Solee, Denis","I(LBT)","","","2941.0",""
"TN","7.0","(I)","Bryant, Ed","R","29755.0","","171056.0",""
"TN","7.0","","Scattered","W","","","65.0",""
"TN","7.0","","Scattered","W(D)","22.0","","",""
"TN","7.0","","Scattered","W(R)","16.0","","",""
"TN","8.0","(I)","Tanner, John","D","32078.0","","143127.0",""
"TN","8.0","","Williams, Marvin","D","4914.0","","",""
"TN","8.0","","Yancy, Billy","R","12062.0","","54929.0",""
"TN","8.0","","Scattered","W","","","24.0",""
"TN","8.0","","Scattered","W(D)","11.0","","",""
"TN","8.0","","Scattered","W(R)","1.0","","",""
"TN","9.0","(I)","Ford, Harold Jr.","D","33280.0","","143298.0",""
"TN","9.0","","Scattered","W","","","36.0",""
"TN","9.0","","Scattered","W(D)","52.0","","",""
"TX","1.0","","Blount, B. D.","D","10265.0","","",""
"TX","1.0","(I)","Sandlin, Max","D","56207.0","","118157.0",""
"TX","1.0","","Carr, Ray","LBT","*","","1779.0",""
"TX","1.0","","Lawrence, John","R","10919.0","","",""
"TX","1.0","","Willingham, Noble","R","14619.0","","91912.0",""
"TX","2.0","(I)","Turner, Jim","D","65446.0","","162891.0",""
"TX","2.0","","Dye, Gary Lyndon","LBT","*","","15939.0",""
"TX","3.0","","Zachary, Billy Wayne","D","6031.0","","67233.0",""
"TX","3.0","","Flores, Lance","LBT","*","","7178.0",""
"TX","3.0","","Gonnell, J. A.","R","2843.0","","",""
"TX","3.0","(I)","Johnson, Sam","R","40802.0","","187486.0",""
"TX","4.0","(I)","Hall, Ralph M.","D","16403.0","","145887.0",""
"TX","4.0","","Turner, Joe","LBT","*","","4417.0",""
"TX","4.0","","Newton, Jon","R","21791.0","","91574.0",""
"TX","4.0","","Peterman, Mark D.","R","18164.0","","",""
"TX","5.0","","Coggins, Regina Montoya","D","18368.0","","82629.0",""
"TX","5.0","","Harrison, Gary L.","D","8619.0","","",""
"TX","5.0","","Ashby, Ken","LBT","*","","2842.0",""
"TX","5.0","(I)","Sessions, Pete","R","26179.0","","100487.0",""
"TX","6.0","","Brady, Frank","LBT","*","","30056.0",""
"TX","6.0","(I)","Barton, Joe","R","51664.0","","222685.0",""
"TX","7.0","","Sell, Jeff","D","3828.0","","60694.0",""
"TX","7.0","","Parks, Drew","LBT","*","","4182.0",""
"TX","7.0","","Brewer, Mark","R","4865.0","","",""
"TX","7.0","","Culberson, John ","R","23894.0","29968.0","183712.0",""
"TX","7.0","","Henley, Wallace","R","4649.0","","",""
"TX","7.0","","Hsiao, Gene","R","1063.0","","",""
"TX","7.0","","Kapche, Ron","R","3107.0","","",""
"TX","7.0","","Malfer, Susan","R","411.0","","",""
"TX","7.0","","McConn, Cathy","R","8488.0","","",""
"TX","7.0","","Wareing, Peter","R","16837.0","20017.0","",""
"TX","7.0","","Skone-Palmer, John R.","W","","","5.0",""
"TX","8.0","","Guillory, Gil","LBT","*","","21368.0",""
"TX","8.0","(I)","Brady, Kevin","R","61252.0","","233848.0",""
"TX","9.0","(I)","Lampson, Nick","D","27457.0","","130143.0",""
"TX","9.0","","Knipp, F. Charles","LBT","*","","2508.0",""
"TX","9.0","","Williams, Paul","R","19886.0","","87165.0",""
"TX","10.0","(I)","Doggett, Lloyd","D","31638.0","","203628.0",""
"TX","10.0","","Davis, Michael","LBT","*","","37203.0",""
"TX","10.0","","Gjemre, Ronnie ""Reeferseed""","R","2759.0","","",""
"TX","10.0","","Mikus, Jerry J. Jr.","R","11002.0","","",""
"TX","10.0","","Moritz, Charles","R","19889.0","","",""
"TX","11.0","(I)","Edwards, Chet","D","28053.0","","105782.0",""
"TX","11.0","","Swanstrom, Mark A.","LBT","*","","1590.0",""
"TX","11.0","","Curnock, Rob","R","7078.0","","",""
"TX","11.0","","Farley, Ramsey","R","14171.0","8385.0","85546.0",""
"TX","11.0","","Geer, Rodney","R","14537.0","5315.0","",""
"TX","12.0","","Davis, Prentiss Bryant","D","2964.0","","",""
"TX","12.0","","Greene, Mark","D","9495.0","","67612.0",""
"TX","12.0","","Clay, Ricky L.","LBT","*","","2565.0",""
"TX","12.0","(I)","Granger, Kay","R","32382.0","","117739.0",""
"TX","13.0","","Clinesmith, Curtis","D","18805.0","","54343.0",""
"TX","13.0","","Clardy, Brad","LBT","*","","2137.0",""
"TX","13.0","","Morris, David G.","R","2863.0","","",""
"TX","13.0","(I)","Thornberry, Mac","R","30867.0","","117995.0",""
"TX","14.0","","Sneary, Loy","D","28318.0","","92689.0",""
"TX","14.0","(I)","Paul, Ron","R","37892.0","","137370.0",""
"TX","15.0","","Hawkins, Mel Buentello","D","3928.0","","",""
"TX","15.0","(I)","Hinojosa, Ruben","D","46247.0","","106570.0",""
"TX","15.0","","Rivera-Martinez, Diana","D","12710.0","","",""
"TX","15.0","","Jones, Frank","LBT","*","","13167.0",""
"TX","15.0","","Cantu, Israel","W","","","711.0",""
"TX","16.0","(I)","Reyes, Silvestre","D","20169.0","","92649.0",""
"TX","16.0","","Moser, Dan","LBT","*","","2080.0",""
"TX","16.0","","Power, Daniel S.","R","9602.0","","40921.0",""
"TX","17.0","(I)","Stenholm, Charlie","D","36753.0","","120670.0",""
"TX","17.0","","Monde, Debra M.","LBT","*","","11180.0",""
"TX","17.0","","Clements, Darrell","R","15167.0","","72535.0",""
"TX","17.0","","Hunt, Shane","R","14248.0","","",""
"TX","17.0","","Julia, Pete","W","","","45.0",""
"TX","18.0","(I)","Lee, Sheila Jackson","D","16067.0","","131857.0",""
