"1.0","STATE ABBREVIATION","STATE","DISTRICT","FEC ID#","(I)","CANDIDATE NAME (First)","CANDIDATE NAME (Last)","CANDIDATE NAME","TOTAL VOTES","PARTY","PRIMARY VOTES","PRIMARY %","RUNOFF VOTES","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF ELECTION VOTES (LA)","GE RUNOFF ELECTION % (LA)","COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)","GE WINNER INDICATOR","FOOTNOTES"
"2499.0","OH","Ohio","09","n/a","","","","","Party Votes:","D","32464.0","","","","","","","","","","",""
"2500.0","OH","Ohio","09","H4OH09102 ","","Richard","May","May, Richard","","R","9587.0","0.7222933775333383","","","51704.0","0.32171234794512027","","","","","",""
"2501.0","OH","Ohio","09","H4OH09094","","Robert C., Jr.","Horrocks","Horrocks, Robert C., Jr.","","R","3686.0","0.27770662246666167","","","","","","","","","",""
"2502.0","OH","Ohio","09","n/a","","","","","Party Votes:","R","13273.0","","","","","","","","","","",""
"2503.0","OH","Ohio","09","H4OH09086","","Cory","Hoffman","Hoffman, Cory","","W","","","","","112.0","0.0006968857916187039","","","","","",""
"2504.0","OH","Ohio","09","H4OH09128","","George A.","Skalsky","Skalsky, George A.","","W","","","","","29.0","0.00018044364247270012","","","","","",""
"2505.0","OH","Ohio","09","n/a","","","","","District Votes:","","45737.0","","","","160715.0","","","","","","",""
"2506.0","OH","Ohio","","n/a","","","","","","","","","","","","","","","","","",""
"2507.0","OH","Ohio","10","H2OH03067","(I)","Mike","Turner","Turner, Mike","","R","32550.0","0.7984986753017368","","","130752.0","0.6517850911737435","","","","","W",""
"2508.0","OH","Ohio","10","H0OH07104","","John D.","Anderson","Anderson, John D.","","R","8214.0","0.20150132469826318","","","","","","","","","",""
"2509.0","OH","Ohio","10","n/a","","","","","Party Votes:","R","40764.0","","","","","","","","","","",""
"2510.0","OH","Ohio","10","H4OH10167 ","","Robert","Klepinger","Klepinger, Robert","","D","9645.0","0.557514450867052","","","63249.0","0.31528967229295235","","","","","",""
"2511.0","OH","Ohio","10","H4OH10159 ","","Bill","Conner","Conner, Bill","","D","7655.0","0.44248554913294796","","","","","","","","","",""
"2512.0","OH","Ohio","10","n/a","","","","","Party Votes:","D","17300.0","","","","","","","","","","",""
"2513.0","OH","Ohio","10","H0OH08136","","David A.","Harlow","Harlow, David A.","","LIB","221.0","1.0","","","6605.0","0.03292523653330409","","","","","",""
"2514.0","OH","Ohio","10","n/a","","","","","Party Votes:","LIB","221.0","","","","","","","","","","",""
"2515.0","OH","Ohio","10","n/a","","","","","District Votes:","","58285.0","","","","200606.0","","","","","","",""
"2516.0","OH","Ohio","","n/a","","","","","","","","","","","","","","","","","",""
"2517.0","OH","Ohio","11","H8OH11141","(I)","Marcia L.","Fudge","Fudge, Marcia L.","","D","55088.0","1.0","","","137105.0","0.7945076086830546","","","","","W",""
"2518.0","OH","Ohio","11","n/a","","","","","Party Votes:","D","55088.0","","","","","","","","","","",""
"2519.0","OH","Ohio","11","H4OH11066","","Mark","Zetzer","Zetzer, Mark","","R","8839.0","1.0","","","35461.0","0.2054923913169454","","","","","",""
"2520.0","OH","Ohio","11","n/a","","","","","Party Votes:","R","8839.0","","","","","","","","","","",""
"2521.0","OH","Ohio","11","n/a","","","","","District Votes:","","63927.0","","","","172566.0","","","","","","",""
"2522.0","OH","Ohio","","n/a","","","","","","","","","","","","","","","","","",""
"2523.0","OH","Ohio","12","H0OH12062","(I)","Pat","Tiberi","Tiberi, Pat","","R","46186.0","1.0","","","150573.0","0.6810761666538508","","","","","W",""
"2524.0","OH","Ohio","12","n/a","","","","","Party Votes:","R","46186.0","","","","","","","","","","",""
"2525.0","OH","Ohio","12","H4OH12072 ","","David Arthur","Tibbs","Tibbs, David Arthur","","D","18259.0","1.0","","","61360.0","0.27754533406308096","","","","","",""
"2526.0","OH","Ohio","12","n/a","","","","","Party Votes:","D","18259.0","","","","","","","","","","",""
"2527.0","OH","Ohio","12","H4OH12064 ","","Bob","Hart","Hart, Bob","","GRE","155.0","1.0","","","9148.0","0.0413784992830682","","","","","",""
"2528.0","OH","Ohio","12","n/a","","","","","Party Votes:","GRE","155.0","","","","","","","","","","",""
"2529.0","OH","Ohio","12","n/a","","","","","District Votes:","","64600.0","","","","221081.0","","","","","","",""
"2530.0","OH","Ohio","","n/a","","","","","","","","","","","","","","","","","",""
"2531.0","OH","Ohio","13","H2OH17109","(I)","Tim","Ryan","Ryan, Tim","","D","45585.0","0.8504505512956848","","","120230.0","0.6848800050128454","","","","","W",""
"2532.0","OH","Ohio","13","H4OH00028","","John Stephen","Luchansky","Luchansky, John Stephen","","D","8016.0","0.14954944870431522","","","","","","","","","",""
"2533.0","OH","Ohio","13","n/a","","","","","Party Votes:","D","53601.0","","","","","","","","","","",""
"2534.0","OH","Ohio","13","H8OH11133","","Thomas","Pekarek","Pekarek, Thomas","","R","351.0","1.0","","","55233.0","0.31463010327600843","","","","","",""
"2535.0","OH","Ohio","13","n/a","","","","","Party Votes:","R","351.0","","","","","","","","","","",""
"2536.0","OH","Ohio","13","H4OH13104","","David Allen","Pastorius","Pastorius, David Allen","","W","","","","","86.0","0.0004898917111461757","","","","","",""
"2537.0","OH","Ohio","13","n/a","","","","","District Votes:","","53952.0","","","","175549.0","","","","","","",""
"2538.0","OH","Ohio","","n/a","","","","","","","","","","","","","","","","","",""
"2539.0","OH","Ohio","14","H2OH14064 ","(I)","David P.","Joyce","Joyce, David P.","","R","27547.0","0.5499171540933863","","","135736.0","0.6325659427719266","","","","","W",""
"2540.0","OH","Ohio","14","H4OH14110","","Matt ","Lynch","Lynch, Matt ","","R","22546.0","0.4500828459066137","","","","","","","","","",""
"2541.0","OH","Ohio","14","n/a","","","","","Party Votes:","R","50093.0","","","","","","","","","","",""
"2542.0","OH","Ohio","14","H4OH14102","","Michael ","Wager","Wager, Michael ","","D","23533.0","1.0","","","70856.0","0.33020784788889923","","","","","",""
"2543.0","OH","Ohio","14","n/a","","","","","Party Votes:","D","23533.0","","","","","","","","","","",""
"2544.0","OH","Ohio","14","H8OH14103","","David ","Macko","Macko, David ","","LIB","259.0","1.0","","","7988.0","0.0372262093391742","","","","","",""
"2545.0","OH","Ohio","14","n/a","","","","","Party Votes:","LIB","259.0","","","","","","","","","","",""
"2546.0","OH","Ohio","14","n/a","","","","","District Votes:","","73885.0","","","","214580.0","","","","","","",""
"2547.0","OH","Ohio","","n/a","","","","","","","","","","","","","","","","","",""
"2548.0","OH","Ohio","15","H8OH15076 ","(I)","Steve","Stivers","Stivers, Steve","","R","36569.0","0.9014247682902781","","","128496.0","0.6602370761634151","","","","","W",""
"2549.0","OH","Ohio","15","H4OH15067","","Charles S.","Chope","Chope, Charles S.","","R","3999.0","0.09857523170972195","","","","","","","","","",""
"2550.0","OH","Ohio","15","n/a","","","","","Party Votes:","R","40568.0","","","","","","","","","","",""
"2551.0","OH","Ohio","15","H2OH15095 ","","Scott","Wharton","Wharton, Scott","","D","18336.0","1.0","","","66125.0","0.33976292383658496","","","","","",""
"2552.0","OH","Ohio","15","n/a","","","","","Party Votes:","D","18336.0","","","","","","","","","","",""
"2553.0","OH","Ohio","15","n/a","","","","","District Votes:","","58904.0","","","","194621.0","","","","","","",""
"2554.0","OH","Ohio","","n/a","","","","","","","","","","","","","","","","","",""
"2555.0","OH","Ohio","16","H0OH16097","(I)","Jim","Renacci","Renacci, Jim","","R","37040.0","1.0","","","132176.0","0.6373767329716696","","","","","W",""
"2556.0","OH","Ohio","16","n/a","","","","","Party Votes:","R","37040.0","","","","","","","","","","",""
"2557.0","OH","Ohio","16","H4OH16115 ","","Pete ","Crossland","Crossland, Pete ","","D","14635.0","0.5805236017453391","","","75199.0","0.3626232670283303","","","","","",""
"2558.0","OH","Ohio","16","H4OH16107 ","","James ","Donenwirth","Donenwirth, James ","","D","10575.0","0.4194763982546609","","","","","","","","","",""
"2559.0","OH","Ohio","16","n/a","","","","","Party Votes:","D","25210.0","","","","","","","","","","",""
"2560.0","OH","Ohio","16","n/a","","","","","District Votes:","","62250.0","","","","207375.0","","","","","","",""
"2561.0","OH","Ohio","","n/a","","","","","","","","","","","","","","","","","",""
"2562.0","OH","Ohio","H","n/a","","","","","Total State Votes:","","907607.0","","","","3000161.0","","","","","","",""
"2563.0","","","","n/a","","","","","","","","","","","","","","","","","",""
"2564.0","OK","Oklahoma","01","H2OK01143","(I)","Jim","Bridenstine","Bridenstine, Jim","","R","Unopposed","","","","Unopposed","","","","","","W",""
"2565.0","OK","Oklahoma","01","n/a","","","","","District Votes:","","","","","","","","","","","","",""
"2566.0","OK","Oklahoma","","n/a","","","","","","","","","","","","","","","","","",""
"2567.0","OK","Oklahoma","02","H2OK02083","(I)","Markwayne","Mullin","Mullin, Markwayne","","R","26245.0","0.7972841606415942","","","110925.0","0.7002531453786764","","","","","W",""
"2568.0","OK","Oklahoma","02","H4OK02147","","Darrel","Robertson","Robertson, Darrel","","R","6673.0","0.20271583935840573","","","","","","","","","",""
"2569.0","OK","Oklahoma","02","n/a","","","","","Party Votes:","R","32918.0","","","","","","","","","","",""
"2570.0","OK","Oklahoma","02","H2OK02166","","Earl E.","Everett","Everett, Earl E.","","D","33119.0","0.6256895639688658","","","38964.0","0.2459739784226707","","","","","",""
"2571.0","OK","Oklahoma","02","H4OK02154","","Joshua","Harris-Till","Harris-Till, Joshua","","D","19813.0","0.3743104360311343","","","","","","","","","",""
"2572.0","OK","Oklahoma","02","n/a","","","","","Party Votes:","D","52932.0","","","","","","","","","","",""
"2573.0","OK","Oklahoma","02","H4OK02162","","Jon","Douthitt","Douthitt, Jon","","IND","","","","","8518.0","0.053772876198652834","","","","","",""
"2574.0","OK","Oklahoma","02","n/a","","","","","District Votes:","","85850.0","","","","158407.0","","","","","","",""
"2575.0","OK","Oklahoma","","n/a","","","","","","","","","","","","","","","","","",""
"2576.0","OK","Oklahoma","03","H4OK06056","(I)","Frank D.","Lucas","Lucas, Frank D.","","R","54847.0","0.8282417964089941","","","133335.0","0.7861501724595383","","","","","W",""
"2577.0","OK","Oklahoma","03","H4OK03046","","Robert","Hubbard","Hubbard, Robert","","R","7925.0","0.11967502755923348","","","","","","","","","",""
"2578.0","OK","Oklahoma","03","H2OK03081","","Timothy Ray","Murray","Murray, Timothy Ray","","R","3449.0","0.0520831760317724","","","","","","","","","",""
"2579.0","OK","Oklahoma","03","n/a","","","","","Party Votes:","R","66221.0","","","","","","","","","","",""
"2580.0","OK","Oklahoma","03","H8OK03047","","Frankie","Robbins","Robbins, Frankie","","D","Unopposed","","","","36270.0","0.21384982754046167","","","","","",""
"2581.0","OK","Oklahoma","03","n/a","","","","","District Votes:","","66221.0","","","","169605.0","","","","","","",""
"2582.0","OK","Oklahoma","","n/a","","","","","","","","","","","","","","","","","",""
"2583.0","OK","Oklahoma","04","H2OK04055","(I)","Tom","Cole","Cole, Tom","","R","40790.0","0.8444959731682574","","","117721.0","0.7080195828421585","","","","","W",""
"2584.0","OK","Oklahoma","04","H4OK04143","","Anna","Flatt","Flatt, Anna","","R","7511.0","0.1555040268317426","","","","","","","","","",""
"2585.0","OK","Oklahoma","04","n/a","","","","","Party Votes:","R","48301.0","","","","","","","","","","",""
"2586.0","OK","Oklahoma","04","H4OK05066","","Bert","Smith","Smith, Bert","","D","24268.0","0.8156488421335664","","","40998.0","0.2465778141314023","","","","","",""
"2587.0","OK","Oklahoma","04","H4OK04135","","Tae","Si","Si, Tae","","D","5485.0","0.18435115786643363","","","","","","","","","",""
"2588.0","OK","Oklahoma","04","n/a","","","","","Party Votes:","D","29753.0","","","","","","","","","","",""
"2589.0","OK","Oklahoma","04","H4OK04150","","Dennis B.","Johnson","Johnson, Dennis B.","","IND","","","","","7549.0","0.04540260302643924","","","","","",""
"2590.0","OK","Oklahoma","04","n/a","","","","","District Votes:","","78054.0","","","","166268.0","","","","","","",""
"2591.0","OK","Oklahoma","","n/a","","","","","","","","","","","","","","","","","",""
"2592.0","OK","Oklahoma","05","H4OK05132","","Steve","Russell","Russell, Steve","","R","14604.0","0.2657156893069631","19374.0","0.5926039213287249","95632.0","0.600956432669528","","","","","W",""
"2593.0","OK","Oklahoma","05","H4OK05108","","Patrice","Douglas","Douglas, Patrice","","R","13445.0","0.2446280089518022","13319.0","0.4073960786712752","","","","","","","",""
"2594.0","OK","Oklahoma","05","H4OK05116","","Clark","Jolley","Jolley, Clark","","R","9232.0","0.16797365404559597","","","","","","","","","",""
"2595.0","OK","Oklahoma","05","H4OK05140","","Mike","Turner","Turner, Mike","","R","7760.0","0.14119102636414912","","","","","","","","","",""
"2596.0","OK","Oklahoma","05","H0OK05130","","Shane David","Jett","Jett, Shane David","","R","7022.0","0.12776332308364113","","","","","","","","","",""
"2597.0","OK","Oklahoma","05","H4OK05157","","Harvey","Sparks","Sparks, Harvey","","R","2898.0","0.05272829824784848","","","","","","","","","",""
"2598.0","OK","Oklahoma","05","n/a","","","","","Party Votes:","R","54961.0","","32693.0","","","","","","","","",""
"2599.0","OK","Oklahoma","05","H4OK05124","","Al","McAffrey","McAffrey, Al","","D","8507.0","0.30888493518753857","10417.0","0.5422696512233212","57790.0","0.3631553480422037","","","","","",""
"2600.0","OK","Oklahoma","05","H0OK05155","","Tom","Guild","Guild, Tom","","D","11603.0","0.4212991539885988","8793.0","0.4577303487766788","","","","","","","",""
"2601.0","OK","Oklahoma","05","H4OK05165","","Leona","Leonard","Leonard, Leona","","D","7431.0","0.2698159108238626","","","","","","","","","",""
"2602.0","OK","Oklahoma","05","n/a","","","","","Party Votes:","D","27541.0","","19210.0","","","","","","","","",""
"2603.0","OK","Oklahoma","05","H6OK04098","","Robert T.","Murphy","Murphy, Robert T.","","IND","","","","","2176.0","0.013674096510466088","","","","","",""
"2604.0","OK","Oklahoma","05","H4OK05173","","Tom","Boggs","Boggs, Tom","","IND","","","","","2065.0","0.012976566771191394","","","","","",""
"2605.0","OK","Oklahoma","05","H4OK05181","","Buddy","Ray","Ray, Buddy","","IND","","","","","1470.0","0.009237556006610822","","","","","",""
"2606.0","OK","Oklahoma","05","n/a","","","","","District Votes:","","82502.0","","51903.0","","159133.0","","","","","","",""
"2607.0","OK","Oklahoma","","n/a","","","","","","","","","","","","","","","","","",""
"2608.0","OK","Oklahoma","H","n/a","","","","","Total State Votes:","","312627.0","","51903.0","","653413.0","","","","","","",""
"2609.0","OK","Oklahoma","","n/a","","","","","","","","","","","","","","","","","",""
"2610.0","OK","Oklahoma","","n/a","","","","","","","","","","","","","","","","","",""
"2611.0","","","","n/a","","","","","","","","","","","","","","","","","",""
"2612.0","OR","Oregon","01","H2OR01133 ","(I)","Suzanne ","Bonamici","Bonamici, Suzanne ","","D/WF*","50903.0","0.9883310034172104","","","160038.0","0.5730932165455698","","","","","W","*  The Constitution party nominated by convention on May 24, 2014, and the Pacific Green Party nominated by convention on June 7, 2014.  The Libertarian party conducted its own primary election on June 6, 2014, and the Independent Party conducted its own primary election on July 19, 2014.  The Working Families Party nominating caucus dates were July 22, 2014 (Congressional District 1) and July 14, 2014 (Congressional District 4).  These nominees are noted with asterisks."
