"1.0","STATE ABBREVIATION","STATE","DISTRICT","FEC ID#","(I)","CANDIDATE NAME (First)","CANDIDATE NAME (Last)","CANDIDATE NAME","TOTAL VOTES","PARTY","PRIMARY VOTES","PRIMARY %","RUNOFF VOTES","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF ELECTION VOTES (LA)","GE RUNOFF ELECTION % (LA)","COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)","GE WINNER INDICATOR","FOOTNOTES"
"3405.0","VA","Virginia","04","H4VA04041","","Bo C.","Brown","Brown, Bo C.","","LIB","","","","","4427.0","0.02206461388171732","","","","","",""
"3406.0","VA","Virginia","04","n/a","","","Scattered","Scattered","","W","","","","","257.0","0.0012809138847077821","","","","","",""
"3407.0","VA","Virginia","04","n/a","","","","","District Votes:","","","","","","200638.0","","","","","","",""
"3408.0","VA","Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3409.0","VA","Virginia","05","H0VA05095","(I)","Robert","Hurt","Hurt, Robert","","R","Unopposed","","","","124735.0","0.608626704725658","","","","","W",""
"3410.0","VA","Virginia","05","H4VA05048","","W. Lawrence","Gaughan","Gaughan, W. Lawrence","","D","**","","","","73482.0","0.35854497548122666","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3411.0","VA","Virginia","05","H4VA05030","","Ben","Hudson","Hudson, Ben","","D","","","","","","","","","","","",""
"3412.0","VA","Virginia","05","H4VA05055","","Paul F.","Jones","Jones, Paul F.","","LIB","","","","","4298.0","0.020971480153211836","","","","","",""
"3413.0","VA","Virginia","05","H2VA05059","","Kenneth J.","Hildebrandt","Hildebrandt, Kenneth J.","","IGR","","","","","2209.0","0.010778501549196125","","","","","",""
"3414.0","VA","Virginia","05","n/a","","","Scattered","Scattered","","W","","","","","221.0","0.001078338090707263","","","","","",""
"3415.0","VA","Virginia","05","n/a","","","","","District Votes:","","","","","","204945.0","","","","","","",""
"3416.0","VA","Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3417.0","VA","Virginia","06","H2VA06115","(I)","Robert W. ""Bob""","Goodlatte","Goodlatte, Robert W. ""Bob""","","R","Unopposed","","","","133898.0","0.7450864736127496","","","","","W",""
"3418.0","VA","Virginia","06","H4VA06020","","William M. ""Will""","Hammer","Hammer, William M. ""Will""","","LIB","","","","","22161.0","0.12331671378013222","","","","","",""
"3419.0","VA","Virginia","06","H4VA06038","","Elaine B.","Hildebrandt","Hildebrandt, Elaine B.","","IGR","","","","","21447.0","0.11934360184298974","","","","","",""
"3420.0","VA","Virginia","06","n/a","","","Scattered","Scattered","","W","","","","","2202.0","0.012253210764128475","","","","","",""
"3421.0","VA","Virginia","06","n/a","","","","","District Votes:","","","","","","179708.0","","","","","","",""
"3422.0","VA","Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3423.0","VA","Virginia","07 - FULL TERM","H4VA07143 ","","Dave A.","Brat","Brat, Dave A.","","R","36105.0","0.5553163018902748","","","148026.0","0.6082818644673743","","","","","W",""
"3424.0","VA","Virginia","07 - FULL TERM","H0VA07042","(I)","Eric I. ","Cantor","Cantor, Eric I. ","","R","28912.0","0.44468369810972513","","","","","","","","","",""
"3425.0","VA","Virginia","07 - FULL TERM","n/a","","","","","Party Votes:","R","65017.0","","","","","","","","","","",""
"3426.0","VA","Virginia","07 - FULL TERM","H4VA07150","","John K. ""Jack""","Trammell","Trammell, John K. ""Jack""","","D","**","","","","89914.0","0.36948276358017845","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3427.0","VA","Virginia","07 - FULL TERM","H4VA07168","","James A., Jr.","Carr","Carr, James A., Jr.","","LIB","","","","","5086.0","0.02089985247646404","","","","","",""
"3428.0","VA","Virginia","07 - FULL TERM","n/a","","","Scattered","Scattered","","W","","","","","325.0","0.0013355194759832505","","","","","",""
"3429.0","VA","Virginia","07 - FULL TERM","n/a","","","","","District Votes:","","65017.0","","","","243351.0","","","","","","",""
"3430.0","VA","Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3433.0","VA","Virginia","07 - UNEXPIRED TERM","n/a","","","Scattered","Scattered","","W","","","","","1236.0","0.005121978509239038","","","","","",""
"3434.0","VA","Virginia","07 - UNEXPIRED TERM","n/a","","","","","District Votes:","","","","","","241313.0","","","","","","",""
"3435.0","VA","Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3436.0","VA","Virginia","08","H4VA08224 ","","Donald S., Jr.","Beyer","Beyer, Donald S., Jr.","","D","17783.0","0.45754644161992486","","","128102.0","0.6308081703401682","","","","","W",""
"3437.0","VA","Virginia","08","H4VA08216 ","","Patrick A.","Hope","Hope, Patrick A.","","D","7095.0","0.18255030103432307","","","","","","","","","",""
"3438.0","VA","Virginia","08","H4VA08208","","Adam P.","Ebbin","Ebbin, Adam P.","","D","5262.0","0.13538825708845778","","","","","","","","","",""
"3439.0","VA","Virginia","08","H4VA08240","","William D. ""Bill""","Euille","Euille, William D. ""Bill""","","D","3264.0","0.08398085730458499","","","","","","","","","",""
"3440.0","VA","Virginia","08","H4VA08281 ","","Mark H.","Levine","Levine, Mark H.","","D","2613.0","0.06723099881644626","","","","","","","","","",""
"3441.0","VA","Virginia","08","H4VA08257","","Lavern J.","Chatman","Chatman, Lavern J.","","D","2117.0","0.05446920187310245","","","","","","","","","",""
"3442.0","VA","Virginia","08","H4VA08307 ","","Derek S.","Hyra","Hyra, Derek S.","","D","479.0","0.012324396644882416","","","","","","","","","",""
"3443.0","VA","Virginia","08","H4VA00031 ","","Charniele L.","Herring","Herring, Charniele L.","","D","126.0","0.0032419080944784645","","","","","","","","","","#  Charnielle Herring, Satish Korpe and Bruce Shuttleworth withdrew from the primary election after ballots were printed."
"3444.0","VA","Virginia","08","H2VA08103 ","","Bruce B.","Shuttleworth","Shuttleworth, Bruce B.","","D","85.0","0.0021870014923069006","","","","","","","","","","#  Charnielle Herring, Satish Korpe and Bruce Shuttleworth withdrew from the primary election after ballots were printed."
"3445.0","VA","Virginia","08","H4VA08323","","Satish W.","Korpe","Korpe, Satish W.","","D","42.0","0.0010806360314928214","","","","","","","","","","#  Charnielle Herring, Satish Korpe and Bruce Shuttleworth withdrew from the primary election after ballots were printed."
"3446.0","VA","Virginia","08","n/a","","","","","Party Votes:","D","38866.0","","","","","","","","","","",""
"3447.0","VA","Virginia","08","H4VA08182","","Micah K.","Edmond","Edmond, Micah K.","","R","115**","0.5133928571428571","","","63810.0","0.3142173373515334","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3448.0","VA","Virginia","08","H4VA08315","","Dennis","Bartow","Bartow, Dennis","","R","99*","0.4419642857142857","","","","","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3449.0","VA","Virginia","08","H4VA08273","","Paul B.","Haring","Haring, Paul B.","","R","10*","0.044642857142857144","","","","","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3450.0","VA","Virginia","08","n/a","","","","","Party Votes:","R","224*","","","","","","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3451.0","VA","Virginia","08","H4VA08331","","Gwendolyn J. ","Beck","Beck, Gwendolyn J. ","","IND","","","","","5420.0","0.026689515255372373","","","","","",""
"3452.0","VA","Virginia","08","H4VA08265","","Jeffrey S.","Carson","Carson, Jeffrey S.","","LIB","","","","","4409.0","0.02171108353522819","","","","","",""
"3453.0","VA","Virginia","08","H4VA08349","","Gerard C. ""Gerry,"" III","Blais","Blais, Gerard C. ""Gerry,"" III","","IGR","","","","","963.0","0.004742067009395497","","","","","",""
"3454.0","VA","Virginia","08","n/a","","","Scattered","Scattered","","W","","","","","372.0","0.0018318265083023106","","","","","",""
"3455.0","VA","Virginia","08","n/a","","","","","District Votes:","","39090.0","","","","203076.0","","","","","","",""
"3456.0","VA","Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3457.0","VA","Virginia","09","H0VA09055 ","(I)","H. Morgan ","Griffith","Griffith, H. Morgan ","","R","Unopposed","","","","117465.0","0.7214630101649111","","","","","W",""
"3458.0","VA","Virginia","09","H0VA09113","","William R., Jr.","Carr","Carr, William R., Jr.","","IND","","","","","39412.0","0.2420661486963732","","","","","",""
"3459.0","VA","Virginia","09","n/a","","","Scattered","Scattered","","W","","","","","5938.0","0.03647084113871572","","","","","",""
"3460.0","VA","Virginia","09","n/a","","","","","District Votes:","","","","","","162815.0","","","","","","",""
"3461.0","VA","Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3462.0","VA","Virginia","10","H4VA10089","","Barbara J.","Comstock","Comstock, Barbara J.","","R","7,337**","0.5391285178925711","","","125914.0","0.5648647436185007","","","","","W","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3463.0","VA","Virginia","10","H4VA00049","","Robert G. ""Bob""","Marshall","Marshall, Robert G. ""Bob""","","R","3,829*","0.28135792490263795","","","","","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3464.0","VA","Virginia","10","H4VA10121","","Howard R. ""Howie""","Lind","Lind, Howard R. ""Howie""","","R","1,108*","0.08141670953045778","","","","","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3465.0","VA","Virginia","10","H4VA10097","","Stephen B.","Hollingshead","Hollingshead, Stephen B.","","R","816*","0.05996032037622162","","","","","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3466.0","VA","Virginia","10","H4VA10113","","Rob K.","Wasinger","Wasinger, Rob K.","","R","301*","0.0221177162172092","","","","","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3467.0","VA","Virginia","10","H4VA10139","","Mark S.","Savitt","Savitt, Mark S.","","R","218*","0.016018811080902345","","","","","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3468.0","VA","Virginia","10","n/a","","","","","Party Votes:","R","13,609*","","","","","","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3469.0","VA","Virginia","10","H4VA10071","","John W.","Foust","Foust, John W.","","D","**","","","","89957.0","0.40355748956978155","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3470.0","VA","Virginia","10","H0VA10145","","William B.","Redpath","Redpath, William B.","","LIB","","","","","3393.0","0.015221389798573416","","","","","",""
"3471.0","VA","Virginia","10","H4VA10147","","Brad A.","Eickholt","Eickholt, Brad A.","","IND","","","","","2442.0","0.010955093984119152","","","","","",""
"3472.0","VA","Virginia","10","H4VA10154","","Dianne L.","Blais","Blais, Dianne L.","","IGR","","","","","946.0","0.004243865237091203","","","","","",""
"3473.0","VA","Virginia","10","n/a","","","Scattered","Scattered","","W","","","","","258.0","0.0011574177919339644","","","","","",""
"3474.0","VA","Virginia","10","n/a","","","","","District Votes:","","13,609*","","","","222910.0","","","","","","",""
"3475.0","VA","Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3476.0","VA","Virginia","11","H8VA11062 ","(I)","Gerald E. ""Gerry""","Connolly","Connolly, Gerald E. ""Gerry""","","D","Unopposed","","","","106780.0","0.5685684619685312","","","","","W",""
"3477.0","VA","Virginia","11","H4VA11087","","Suzanne K.","Scholte","Scholte, Suzanne K.","","R","**","","","","75796.0","0.40358882883842284","","","","","","*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
"3478.0","VA","Virginia","11","H4VA11079","","Gerald","Geddes","Geddes, Gerald","","R","","","","","","","","","","","",""
"3479.0","VA","Virginia","11","H4VA11111","","Mike","Litzelman","Litzelman, Mike","","R","","","","","","","","","","","",""
"3480.0","VA","Virginia","11","H4VA11103","","Marc M.","Harrold","Harrold, Marc M.","","LIB","","","","","3264.0","0.017379728974201966","","","","","",""
"3481.0","VA","Virginia","11","H2VA11164","","Joe F.","Galdo","Galdo, Joe F.","","GRE","","","","","1739.0","0.009259604376880275","","","","","",""
"3482.0","VA","Virginia","11","n/a","","","Scattered","Scattered","","W","","","","","226.0","0.001203375841963739","","","","","",""
"3483.0","VA","Virginia","11","n/a","","","","","District Votes:","","","","","","187805.0","","","","","","",""
"3484.0","VA","Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3485.0","VA","Virginia","H","n/a","","","","","Total State Votes:","","135167.0","","","","2376644.0","","","","","","",""
"3486.0","VA","Virginia","","n/a","","","","","","","","","","","","","","","","","",""
"3487.0","","","","n/a","","","","","","","","","","","","","","","","","",""
"3488.0","WA","Washington","01","H0WA08046","(I)","Suzan","DelBene","DelBene, Suzan","","D","59798.0","0.5067283573994983","","","124151.0","0.5503659471848","","","","","W",""
"3489.0","WA","Washington","01","H4WA01241","","Pedro","Celis","Celis, Pedro","","R","19407.0","0.16445495220663006","","","101428.0","0.44963405281519997","","","","","",""
"3490.0","WA","Washington","01","H4WA01258","","Robert J.","Sutherland","Sutherland, Robert J.","","R","18424.0","0.15612500847400176","","","","","","","","","",""
"3491.0","WA","Washington","01","H8WA08098","","John ","Orlinski","Orlinski, John ","","R","11891.0","0.10076435495898584","","","","","","","","","",""
"3492.0","WA","Washington","01","H4WA01233","","Edwin F.","Moats","Moats, Edwin F.","","GOP","5252.0","0.04450545725713511","","","","","","","","","",""
"3493.0","WA","Washington","01","H8WA08106","","Richard J. ","Todd","Todd, Richard J. ","","NOP","2044.0","0.017320859602738797","","","","","","","","","",""
"3494.0","WA","Washington","01","H2WA01138","","Mike","The Mover","The Mover, Mike","","NUP","1192.0","0.010101010101010102","","","","","","","","","",""
"3495.0","WA","Washington","01","n/a","","","","","District Votes:","","118008.0","","","","225579.0","","","","","","",""
"3496.0","WA","Washington","","n/a","","","","","","","","","","","","","","","","","",""
"3497.0","WA","Washington","02","H0WA02080","(I)","Rick","Larsen","Larsen, Rick","","D","61150.0","0.5559293065202371","","","122173.0","0.6057434392213832","","","","","W",""
"3498.0","WA","Washington","02","H4WA02157","","B.J. ","Guillot","Guillot, B.J. ","","R","36002.0","0.3273028110113095","","","79518.0","0.3942565607786168","","","","","",""
"3499.0","WA","Washington","02","H2WA02201","","Mike","Lapointe","Lapointe, Mike","","IP","12844.0","0.1167678824684534","","","","","","","","","",""
"3500.0","WA","Washington","02","n/a","","","","","District Votes:","","109996.0","","","","201691.0","","","","","","",""
"3501.0","WA","Washington","","n/a","","","","","","","","","","","","","","","","","",""
"3502.0","WA","Washington","03","H0WA03187","(I)","Jaime Herrera","Beutler","Beutler, Jaime Herrera","","R","58913.0","0.48825625725178184","","","124796.0","0.615322413640084","","","","","W",""
"3503.0","WA","Washington","03","H4WA03114","","Bob","Dingethal","Dingethal, Bob","","D","45788.0","0.37947952925576","","","78018.0","0.384677586359916","","","","","",""
"3504.0","WA","Washington","03","H8WA03156","","Michael","Delavar","Delavar, Michael","","R","15959.0","0.13226421349245815","","","","","","","","","",""
"3505.0","WA","Washington","03","n/a","","","","","District Votes:","","120660.0","","","","202814.0","","","","","","",""
"3506.0","WA","Washington","","n/a","","","","","","","","","","","","","","","","","",""
"3507.0","WA","Washington","04","H4WA04104","","Dan","Newhouse","Newhouse, Dan","","R","27326.0","0.2559093463195355","","","77772.0","0.508051398297611","","","","","W",""
"3508.0","WA","Washington","04","H4WA04088","","Clint","Didier","Didier, Clint","","R","33965.0","0.3180839108447275","","","75307.0","0.49194860170238897","","","","","",""
"3509.0","WA","Washington","04","H4WA04138","","Estakio","Beltran","Beltran, Estakio","","D","13062.0","0.12232627832927515","","","","","","","","","",""
"3511.0","WA","Washington","04","H4WA04096","","George","Cicotte","Cicotte, George","","R","6863.0","0.0642723356433789","","","","","","","","","",""
"3512.0","WA","Washington","04","H4WA04161","","Tony","Sandoval","Sandoval, Tony","","D","6744.0","0.06315789473684211","","","","","","","","","",""
"3513.0","WA","Washington","04","H4WA04062","","Richard ","Wright","Wright, Richard ","","IP","3270.0","0.03062371230567522","","","","","","","","","",""
"3514.0","WA","Washington","04","H4WA04070","","Gavin","Seim","Seim, Gavin","","R","2107.0","0.019732159580445777","","","","","","","","","",""
"3515.0","WA","Washington","04","H4WA20019","","Josh ","Ramirez","Ramirez, Josh ","","IP","1496.0","0.014010114253605543","","","","","","","","","",""
"3516.0","WA","Washington","04","H4WA04153","","Glen R. ","Stockwell","Stockwell, Glen R. ","","R","547.0","0.0051226821502153965","","","","","","","","","",""
"3517.0","WA","Washington","04","H8WA04048","","Gordon Allen","Pross","Pross, Gordon Allen","","R","178.0","0.0016669788349878254","","","","","","","","","",""
"3518.0","WA","Washington","04","H4WA04146","","Kevin","Midbust","Midbust, Kevin","","R","161.0","0.0015077729911968534","","","","","","","","","",""
"3519.0","WA","Washington","04","n/a","","","","","District Votes:","","106780.0","","","","153079.0","","","","","","",""
"3520.0","WA","Washington","","n/a","","","","","","","","","","","","","","","","","",""
"3521.0","WA","Washington","05","H4WA05077","(I)","Cathy McMorris","Rodgers","Rodgers, Cathy McMorris","","R","74416.0","0.5174533418629877","","","135470.0","0.6068302559554206","","","","","W",""
"3522.0","WA","Washington","05","H4WA05127","","Joseph (Joe)","Pakootas","Pakootas, Joseph (Joe)","","D","41203.0","0.28650599393652826","","","87772.0","0.39316974404457944","","","","","",""
"3523.0","WA","Washington","05","H4WA05135","","Dave","Wilson","Wilson, Dave","","IP","16382.0","0.11391260812727728","","","","","","","","","",""
"3524.0","WA","Washington","05","H4WA05143","","Tom ","Horne","Horne, Tom ","","R","11811.0","0.08212805607320668","","","","","","","","","",""
"3525.0","WA","Washington","05","n/a","","","","","District Votes:","","143812.0","","","","223242.0","","","","","","",""
"3526.0","WA","Washington","","n/a","","","","","","","","","","","","","","","","","",""
"3527.0","WA","Washington","06","H2WA06129","(I)","Derek ","Kilmer","Kilmer, Derek ","","D","82552.0","0.5870239212674574","","","141265.0","0.6298319140398592","","","","","W",""
"3528.0","WA","Washington","06","H4WA06075","","Marty","McClendon","McClendon, Marty","","R","48268.0","0.34323178883294936","","","83025.0","0.3701680859601409","","","","","",""
"3529.0","WA","Washington","06","H4WA06091","","Douglas","Milholland","Milholland, Douglas","","GRE","4918.0","0.03497169838154564","","","","","","","","","",""
"3530.0","WA","Washington","06","H4WA06083","","W. (Greybeard)","McPherson","McPherson, W. (Greybeard)","","NOP","4890.0","0.03477259151804762","","","","","","","","","",""
"3531.0","WA","Washington","06","n/a","","","","","District Votes:","","140628.0","","","","224290.0","","","","","","",""
"3532.0","WA","Washington","","n/a","","","","","","","","","","","","","","","","","",""
"3533.0","WA","Washington","07","H8WA07132","(I)","Jim","McDermott","McDermott, Jim","","D","114039.0","0.7686226140407635","","","203954.0","0.8097429280397023","","","","","W",""
"3534.0","WA","Washington","07","H4WA07073","","Craig ","Keller","Keller, Craig ","","R","13586.0","0.09156961069772458","","","47921.0","0.19025707196029776","","","","","",""
"3535.0","WA","Washington","07","H0WA07113","","Scott ","Sutherland","Sutherland, Scott ","","R","9707.0","0.06542515906394909","","","","","","","","","",""
"3536.0","WA","Washington","07","H4WA07065","","Doug","McQuaid","McQuaid, Doug","","IP","9371.0","0.06316051978863367","","","","","","","","","",""
"3537.0","WA","Washington","07","H8WA07181","","","GoodSpaceGuy","GoodSpaceGuy","","WWP","1665.0","0.011222096408929148","","","","","","","","","",""
"3538.0","WA","Washington","07","n/a","","","","","District Votes:","","148368.0","","","","251875.0","","","","","","",""
"3539.0","WA","Washington","","n/a","","","","","","","","","","","","","","","","","",""
"3540.0","WA","Washington","08","H4WA08071","(I)","Dave","Reichert","Reichert, Dave","","R","66715.0","0.6249824351035627","","","125741.0","0.6326782192166808","","","","","W",""
"3541.0","WA","Washington","08","H4WA08121","","Jason","Ritchie","Ritchie, Jason","","D","30759.0","0.2881486130757773","","","73003.0","0.36732178078331923","","","","","",""
"3542.0","WA","Washington","08","H8WA08080","","Keith","Arnold","Arnold, Keith","","D","9273.0","0.08686895182066007","","","","","","","","","",""
"3543.0","WA","Washington","08","n/a","","","","","District Votes:","","106747.0","","","","198744.0","","","","","","",""
"3544.0","WA","Washington","","n/a","","","","","","","","","","","","","","","","","",""
"3545.0","WA","Washington","09","H6WA09025","(I)","Adam","Smith","Smith, Adam","","D","59489.0","0.6400107584722969","","","118132.0","0.7082508963152152","","","","","W",""
"3546.0","WA","Washington","09","H4WA09061","","Doug","Basler","Basler, Doug","","R","25290.0","0.2720817643894567","","","48662.0","0.29174910368478485","","","","","",""
"3547.0","WA","Washington","09","H6WA07409","","Don","Rivers","Rivers, Don","","D","5434.0","0.05846153846153846","","","","","","","","","",""
"3548.0","WA","Washington","09","H4WA09020","","Mark","Greene","Greene, Mark","","CIT","2737.0","0.029445938676707906","","","","","","","","","",""
"3549.0","WA","Washington","09","n/a","","","","","District Votes:","","92950.0","","","","166794.0","","","","","","",""
"3550.0","WA","Washington","","n/a","","","","","","","","","","","","","","","","","",""
"3551.0","WA","Washington","10","H0WA03161","(I)","Denny","Heck","Heck, Denny","","D","51738.0","0.5157965047304774","","","99279.0","0.5470158464284928","","","","","W",""
"3552.0","WA","Washington","10","H4WA10010","","Joyce","McDonald","McDonald, Joyce","","R","41416.0","0.4128924202697718","","","82213.0","0.4529841535715073","","","","","",""
"3553.0","WA","Washington","10","H2WA10048","","Jennifer Gigi ","Ferguson","Ferguson, Jennifer Gigi ","","IP","4811.0","0.047962754344163416","","","","","","","","","",""
"3554.0","WA","Washington","10","H4WA10036","","Sam","Wright","Wright, Sam","","HRP","2342.0","0.023348320655587347","","","","","","","","","",""
"3555.0","WA","Washington","10","n/a","","","","","District Votes:","","100307.0","","","","181492.0","","","","","","",""
"3556.0","WA","Washington","","n/a","","","","","","","","","","","","","","","","","",""
"3557.0","WA","Washington","H","n/a","","","","","Total State Votes:","","1188256.0","","","","2029600.0","","","","","","",""
"3558.0","","","","n/a","","","","","","","","","","","","","","","","","",""
"3559.0","WV","West Virginia","01","H0WV01072","(I)","David B. ","McKinley","McKinley, David B. ","","R","27589.0","1.0","","","92491.0","0.6390280301512399","","","","","W",""
"3560.0","WV","West Virginia","01","n/a","","","","","Party Votes:","R","27589.0","","","","","","","","","","",""
